Name,Rating,Address,Price,ID,Reviews
Vaqueros Carne Asada,3.0,6936 Lisbon St,$,6syn3N98MKiazHy0kqou4g,"[{'Text': 'Let me say I love this place but the way price changes and additional charge for non cash payments is crazy. Food quality is still very good but just know u...', 'Rating': 3}, {'Text': 'Prices are high and the quality and quantity it used to be is No Longer!\n\nNo longer the go to spot', 'Rating': 2}, {'Text': 'Good carne asada fries! I had a pickup order and it was fresh. Fries were golden crispy and good not soggy. Meat was not over cooked nor dry. Enjoyable meal...', 'Rating': 5}]"
Ramon's Taco Shop,3.5,3951 Governor Dr,$,czsiR2V8rSL38oqkEgHcfw,"[{'Text': ""I'm surprised this place isn't rated higher. I hope people aren't writing their reviews without trying some of Ramon's salsas on their food.\n\nOne of the..."", 'Rating': 5}, {'Text': ""1st time at Ramon's since it switched from previous owner. I have to say it did NOT disappoint. \nOrdered: \n1) Carne Asada Plate - 4Stars\n2) Carnitas Plate -..."", 'Rating': 4}, {'Text': ""Ramon's just increased prices. Plus, the burritos are smaller. Sorry. Loved supporting this local shop but cannot justify the expense and decrease in portions."", 'Rating': 2}]"
Verdes El Ranchero,4.0,7404 La Jolla Blvd,$$,bNnnmh6pgGNr3K98aNxl_g,"[{'Text': 'Good food and atmosphere. Outstanding service. Parking was a challange. Solid choice dor Mexican food for the price. Not a ton of seating.', 'Rating': 4}, {'Text': 'Sunday evening, you want a good meal while you reflect on a great weekend at the beach. Mexican food before the flight home sounds good, right?\n\nI cannot...', 'Rating': 2}, {'Text': 'Omg delish!! The perfect place to sit down for mexican food after going to the beach. I got the two Taco rice and beans. \nThen beans were nice and hot and...', 'Rating': 5}]"
Rolando's Taco Shop,3.0,6919 Paradise Valley Rd,$,q9WZPtg0R-3_J35hC-5Tbw,"[{'Text': 'The way I would have this be my last meal on earth if given the chance. I love this restaurant with every fiber of my being. Their tortas are to die for and...', 'Rating': 5}, {'Text': ""Amongst of the many taco shops in town this one was pretty good.  The 5 rolled taco special is a good choice as it isn't too expensive for San Diego..."", 'Rating': 4}, {'Text': 'This is such a shame.....you have a great cook here named Chino, and his wife is fantastic, but they have a nasty little chola working there who clearly...', 'Rating': 1}]"
Taqueria Los Ruiz,4.5,5010 Cass St,,p19Ijm9t4dKjDuJW3xKOyQ,"[{'Text': 'On vacation so we stopped by this spot on a whim. Ended up eating here twice before we left.\n\nBig group everyone loved what they got. Clean restaurant and...', 'Rating': 5}, {'Text': ""Carne, Asada fries: although I don't eat meat, my friend really loved the Carne Asada and I was surprised at how crispy the fries remain, despite being..."", 'Rating': 5}, {'Text': ""I've been talking about these tacos for three years now! Finally got back to San Diego and got a shrimp and fish taco. Did not disappoint! Wonderful..."", 'Rating': 5}]"
Maggie's Cafe,4.5,3232 Greyling Dr,$$,fzaP_PGG6ZmD2jtVX1KuNg,"[{'Text': 'Maggies Cafe is a great breakfast spot. All of their food is good. Customer service is top tier. Marcos was a really great waiter. The chef did his thing in...', 'Rating': 5}, {'Text': ""If I could, I'd give this place a 5.5 star! I never do reviews but on Maggie's I had to. This place was AMAZING, waiter starter actual conversations and was..."", 'Rating': 5}, {'Text': 'The south of the border Benedict were delicious. But most importantly, I left feeling like I was at home with the way our service was with Adriana. Her...', 'Rating': 5}]"
Nico's Mexican Food,4.0,4918 Newport Ave,$,h_aIXLzzaMKWFgSPimxxGg,"[{'Text': 'delicious i love the beans and rice and the place was cute and felt clean. whoever the cashier was is so nice.', 'Rating': 5}, {'Text': 'Just go here. Seriously. I like the Cali without Pico, any breakfast burrito, shrimp burrito, bean cheese n rice, Carne Asada fries.', 'Rating': 5}, {'Text': 'I knew this would be a good spot from all the positive vibes from the other customers in the store. There was a lot of options to choose from; I got the...', 'Rating': 4}]"
Rockin' Baja Lobster Coastal Cantina,3.5,3890 Twiggs St,$$,DLGtslu9fBO-8cuoax5rhw,"[{'Text': 'Party of 2 first time dining here.  Good ambience and great service. \nWe ordered Sea of Cortez Bucket ""Baja Style"" Lobster Tails And Shrimp With Sweet Snow...', 'Rating': 4}, {'Text': ""Baja lobster: 3/5\nChips and salsa: 3/5\nStaff: 4/5\nCleanliness: 4/5\nPrice: 3/5\n\nI've had Puerto Nuevo #1 lobster several times and I guess I have high..."", 'Rating': 3}, {'Text': 'If you like seafood and Mexican style cuisine, I would definitely recommend this place. We got the Golden Sombrero Bucket (pictured). It has lobster, crab,...', 'Rating': 4}]"
Gualberto's Taco Shop,4.0,5871 University Ave,$,Q6DwmPK_jhGZ5wP-EcYPPQ,"[{'Text': ""I don't think I've seen a bean and cheese burrito for $3.50 in a while! And it wasn't a small one either. It was delicious and very filling. Also ordered a..."", 'Rating': 4}, {'Text': 'I came here curiously after going to the the gym next door and being a taco fiend wanted to try out local taco shops during my visit in San Diego and let me...', 'Rating': 5}, {'Text': 'Was not good. Rolled tacos were super weird, minimal meat. the carne asada had a  weird and stringy texture, it was super dry. The tortilla was also super...', 'Rating': 2}]"
Santanas Mexican Food,2.5,12010 Scripps Summit Dr,$,ivFOR-t2r-tibmKUwQMEfw,"[{'Text': ""Steer clear of this place! The only pro to this place is the location and the fact that they have a drive thru. Let's be honest, Taco Bell has better food..."", 'Rating': 1}, {'Text': 'Really disappointed with recent orders. This is our usual Mexican spot in the area. I ordered a La Paz previously, but it had only 1 shrimp at the tail end...', 'Rating': 2}, {'Text': ""I normally don't write reviews but today i got a cali burrito and it was the worst I've ever had no flavor just tasted like oil idk if you guys have ever..."", 'Rating': 1}]"
EL Puerto Seafood By The Park,4.5,317 10th Ave,$,7T9Xig3OOXr5b3XTGIxQtg,"[{'Text': 'Such great fish tacos. Friendly service. Only downside is Sunday the close at 6pm\n\nPadres fish taco and Diablo shrimp taco are a must!!', 'Rating': 5}, {'Text': 'A solid taco shop across the street from Petco Park. At the time I was waiting to enter the stadium to watch a Padres game. Arriving in downtown early. The...', 'Rating': 4}, {'Text': ""If you're looking for the best fish tacos in San Diego, this is not it. But the ambiance is great, the staff is kind and quick, and it's literally right..."", 'Rating': 3}]"
Taqueria Imperial,2.5,6900 Lisbon St,$,IK0tilKiJe1WyaV0iXel9Q,"[{'Text': 'Taco Tuesday Trio ( I just named it that lol)\nTwo of each: Asada, Pollo Asado and Adobado)\nComes with Guacamole, Cilantro and Onions\n$1.99 each\n\nTaco...', 'Rating': 4}, {'Text': 'You get what you pay for. \nCheap, nasty tacos full of meat with nerves in it. Disgusting. I tried this place 3xs hoping it would get better. Same every...', 'Rating': 2}, {'Text': ""Price::: Street tacos are about 2.00 each but not worth it!!\nService::: Pretty bad. My order took forever, the lady wasn't nice and my change wasn't right..."", 'Rating': 1}]"
La Perlita,4.5,3735 Mission Blvd,,FWnYPZUaC3CE_mjLRRlUHQ,"[{'Text': 'My boyfriend and I were craving tacos and found this place on Yelp. The gentleman who took our order was super sweet with a very warm smile. It looked like...', 'Rating': 5}, {'Text': 'Stopped by here on the walk back to the Airbnb on a Sunday AM and it was right off of the Main Street! There is a walk up bar and room for seating too!...', 'Rating': 5}, {'Text': 'I had a very good breakfast burrito from this small La Perlita Mexican Eatery in the heart of Mission Beach, San Diego.\n\nThe burrito consisted of scrambled...', 'Rating': 4}]"
Blue Water Seafood Market & Grill - Ocean Beach,4.5,5083 Santa Monica Ave,$$,0Q0ts_ufg9wfWLBbVQP_yQ,"[{'Text': ""I was debating between four and five stars because this is the type of establishment where you order at the counter, and they give you a number (it's open..."", 'Rating': 5}, {'Text': ""Tried the spotted leopard fish taco & fried shrimp taco. I wouldn't have the spotted fish again (I'm not a big fan of avocado), BUT the shrimp taco was..."", 'Rating': 5}, {'Text': 'Very fresh fish. Excellent clam chowder. Right by the ocean. What more do you need? \n\nYou order and pay at the counter. They give you a number and sit....', 'Rating': 5}]"
Tortilleria Lily,4.5,4271 University Ave,$,g-4X4ReZMQ05_v3IsDlwlg,"[{'Text': 'As I walked up to the store, I noticed a parking lot nearby so I would try that first. Otherwise, street parking is slim. There were two people in front and...', 'Rating': 5}, {'Text': 'Beat fresh tortillas!!! On the weekend they have carnitas \nWhich very delicious and they give you their special salsa. Definitely must have. The customer...', 'Rating': 4}, {'Text': 'Freshly made corn tortillas here. I bought a pack of 33 for $2.15!  It was still steaming when I got them. Come early before it sells out each day.', 'Rating': 5}]"
The Hideout Bar & Grill,4.5,1014 Grand Ave,,c8Y6PrHgxx7eRsR2M4w5RA,"[{'Text': 'Great hangout space! Here on a Thursday to enjoy their food and take in some live music.', 'Rating': 5}, {'Text': ""What is wrong with this place.... a lot.\n\n1. Food is ridiculously expensive.\n2. Dishes that shouldn't be spicy are almost intolerably hot.\n3. Food is..."", 'Rating': 1}, {'Text': 'Worst bartender ever!!! His name is Brent. He claimed to make the best margarita but filled it with super sour lime juice that he smelled twice. I did my...', 'Rating': 1}]"
Santa Ana Fresh Mexican Food,4.0,4403 University Ave,$,oLcs55BOZ1n_EkJrcwZ42g,"[{'Text': 'Best spot in the area for sure. Fresh, authentic taste. Cheap price. Always fresh. Employees pass the vibe check for sure. The easiest 5 stars to give. \n\nI...', 'Rating': 5}, {'Text': ""I can't be the only one seeing this..\n\n-raw egg whites in my chilaquiles\n-sour cream in the order when instructions state *no sour cream*"", 'Rating': 1}, {'Text': 'On a recent hot day, as soon as I walked into this location of Santa Ana Fresh Mexican Food, I was greeted by a blast of cold air from the AC being set on...', 'Rating': 4}]"
La Posta De Acapulco's,3.5,3980 3rd Ave,$,MZUwe5ofBIFWR6jL-KWNsQ,"[{'Text': 'I always stop by here for their rolled tacos before heading to Bronx Pizza.  \n\nRolled tacos with guacamole ($5.45):  one of the best rolled tacos in all of...', 'Rating': 4}, {'Text': ""We love this place. It isn't perfect by any stretch, but the California is always hot, fries are never soggy, and the red sauce is among our favorites in..."", 'Rating': 5}, {'Text': 'Saturday 12:00pm\nChorizo burrito and a combination plate with a cheese enchilada and beef burrito. Two carne asada tacos, 2 cans diet coke, and 1 can dr...', 'Rating': 4}]"
Tio Leo's Mexican Restaurant,3.0,6333 Mission Gorge Rd,$$,wHVB3nIMa39zcs7mkXMSfw,"[{'Text': 'I have a regular monthly lunch group with my ladies who pray and today one of the ladies selected one of her favorite restaurants to try. It was festively...', 'Rating': 5}, {'Text': ""The outside of the building fools you. The interior of this place hasn't been cleaned or remodeled in 40 years. It's nasty with food stuck all over the..."", 'Rating': 2}, {'Text': ""I must've been living under a huge rock because I've never heard of this place. It wasn't until friends recommended it that I tried it out. I started with..."", 'Rating': 4}]"
Panchitas Kitchen & Bakery,3.5,3803 32nd St,$,oTODmFSkA_I6TIykcvzPOg,"[{'Text': ""Randomly stumbled upon this awesome authentic cute little Mexican spot. You can't sit inside, there is seating outside, and you can order from the..."", 'Rating': 5}, {'Text': ""I LOVED this place! I'm picky about my Mexican food, but I loved everything about this. I ordered the breakfast scramble, and all the flavors went very well..."", 'Rating': 5}, {'Text': ""I just got the chilaquiles for the first time, and let me just say, chef's kiss! I got the verde salsa and damn nearly drank the remainder its so good.\nThe..."", 'Rating': 5}]"
BOPJO,4.0,2820 Historic Decatur Rd,$$,V8V4dpVXydE5GUfu3T_R2w,"[{'Text': 'My new go to at the public market. The bowls are so comforting! They are a rice and salad base with japchae and a protein. I got the tofu that was very...', 'Rating': 5}, {'Text': 'I got the Korean California Burrito. Was really good and what I was craving. Very good cohesively but also, the egg was fried well, the bulgogi was tasty...', 'Rating': 5}, {'Text': ""Been to this spot a few times when I've visited the Liberty Public Market because I'm a fan of fusion foods. My experience has been a sort of hit or miss..."", 'Rating': 3}]"
El Salvador Pupuseria Y Restaurante,4.0,3824 University Ave,$,VULBkBaShXnJ6szJp6Np3Q,"[{'Text': 'I love coming back to this place for pupusas.\n\nThis time though, I also got the fried fish which was HUGE. It is a whole fried fish with seasoned rice, a...', 'Rating': 4}, {'Text': ""Stayed sitting on the table for 30min and no service was ever provided.\nThe lobby wasn't even full.\nTerrible customer service!\nAnd no wonder servers..."", 'Rating': 1}, {'Text': 'In my Salvadoran opinion this is the best Salvadoran restaurant in San Diego! The pupusas hit everytime, the ensalada and Salvadoran horchata are phenomenal...', 'Rating': 5}]"
Casa de Bandini,4.0,1901 Calle Barcelona,$$,2P1a4MWhcFfER_IoX28lgQ,"[{'Text': 'Really good Mexican the only comment is they piled up the fajita plate with way too many veggies and very little meat. Fresh made tortillas are to die for....', 'Rating': 4}, {'Text': 'I have been here before and they where A+, which is why I came back all the way from the OC.\n\nThis time they failed me from the service to the food. \n\nOur...', 'Rating': 3}, {'Text': 'We are new to Carlsbad and we Googled to fine Mexican cuisine with great margaritas and this restaurant came up. Quickly this is a hard STOP . My friend...', 'Rating': 1}]"
Agave Taco Shop,4.0,4111 W Point Loma Blvd,,bDEl7_JD5AhACXcFP_3qmg,"[{'Text': ""Best tacos in Point Loma area. We really like the birria, potato taco, and pastor. We usually get the an assortment of mini tacos and one potato taco (it's..."", 'Rating': 5}, {'Text': 'My Adobada Burrito was a Bloody Mess! In a good way of course! It was the adodo! The rich red color made it look fantastic!\n\nAt $9.45 the burrito was...', 'Rating': 4}, {'Text': 'Agave Taco Shop has opened in the former barn-like building that used to house Taco Fiesta in Point Loma. The gaudy two-tone exterior paint scheme is gone...', 'Rating': 4}]"
On The Border Mexican Grill & Cantina,3.5,10789 Westview Pkwy,$$,CNVi16cE6lj8y1GpUPD2Kw,"[{'Text': 'Being a local San Diegan, there is a embarrassment of riches in which to get my Mexican fix. However, one night, we decided to give this place a...', 'Rating': 4}, {'Text': 'I hosted an event here for my MeetUp Fun Diego Ladies group and we had a really great time. The restaurant was spacious, clean, and nicely decorated. One...', 'Rating': 4}, {'Text': 'We went on a Friday night so it was quite busy. There was room in the dining room but we opted to hang out at the bar and just grab a quick bite and a...', 'Rating': 4}]"
La Central Birrieria & Menuderia,5.0,1290 Hollister St,,xMDndBkwoDcaQcgkU9MByQ,"[{'Text': 'Without a doubt the best Birria Restaurant in San Diego The service was outstanding. The owners and staff made you feel at home. My family and I enjoyed...', 'Rating': 5}, {'Text': 'fire!! just as good (if not better) than fernandez! super friendly service, the chef owner was there greeting patrons. his sauce from his mom or grandma (?)...', 'Rating': 5}, {'Text': 'Absolutely adore this place. Not only is the staff genuine and welcoming, but the owner himself practically welcomes you home. And once you get a plate...', 'Rating': 5}]"
Taquería Zapata,4.5,3245 El Cajon Blvd,$,k9XcjpZF2EZEILPbY5hJ_g,"[{'Text': 'Less than two dollars per a taco! Wow great price and absolutely delicious. I got 4 for lunch and that was perfect for me, although you can get away with 3....', 'Rating': 5}, {'Text': 'So, if you\'re in in the neighborhood, and the taco monster in your belly says ""Turn here!"", just do it. The taco monster knows what\'s up.  ""Omar S""\n\nI\'m not...', 'Rating': 4}, {'Text': ""I'd say that I eat at Taquería Zapata because it's convenient to the Pancho Villa Mercado inside.\n\nWell, ok... I'd say that, but I respect you too much to..."", 'Rating': 4}]"
Tony's Fresh Mexican Food,2.5,719 W Washington St,$,UKFIi6ZwGB1W_FsqVu6nWg,"[{'Text': 'We were a bit inebriated but the carne asada fries were killer. The cheese quesadilla, not so much. We wandered over from the karaoke bar and it was the...', 'Rating': 5}, {'Text': 'Where is the negative one star when you need it??!! Writing this review from bed after a terrible night of stomach aches and many trip to the restroom ....', 'Rating': 1}, {'Text': ""Order a 10.99 chicken quesadilla that was undercooked, I tired calling them they wouldn't answer. I definitely do not recommend coming to this place. Save..."", 'Rating': 1}]"
Mexico Lindo Mexican Restaurant,4.5,2037 University Ave,$$,0Ohp3oeDN6fTJOqvi7LgrQ,"[{'Text': ""A quiet neighborhood restaurant serving family-friendly Mexican food. We've never had anything that wasn't really tasty! I tried the corn soup the other day..."", 'Rating': 5}, {'Text': 'Food was literally incredible.  Highly recommended.  Run by a young family with their baby.  Excellent ambiance.  You gotta go.', 'Rating': 5}, {'Text': ""I've been here several times and planning on coming back. Pancakes are so delicious! Their posole is the best I've had...very close to how mom makes hers...."", 'Rating': 5}]"
Allegro Restaurant and Bar,4.0,1536 India St,,F1k6I7jjEl9RqfVI1HA0iQ,"[{'Text': 'Andres was one of the best servers I have had in awhile. He really made the dinner feel lively and gave it a friendly touch. Really hard to find waiters...', 'Rating': 5}, {'Text': 'We came in on a busy Saturday night and were seated quickly. The drinks were great and my penne pasta was flavorful and a large portion but not overly...', 'Rating': 5}, {'Text': '10 star review. Chrissy our waitress was awesome. None better. Food was great service excellent. We had an 8 person party and they were able to squeeze us...', 'Rating': 5}]"
El Pueblo Mexican Food,4.0,2673 Via De La Valle,$$,As4Hz1biW_SekTo3rJfCBw,"[{'Text': 'They have 2 locations. Cardiff and Del Mar. \nCardiff is the perfect place for after hours, after party, After concert. \nFamous for their fish tacos but u...', 'Rating': 5}, {'Text': 'Ordered take out twice now. The green salsa and Oreo cheesecake are so fire!!!\nI enjoyed the surf and turf burrito, California burrito, and fish tacos. My...', 'Rating': 5}, {'Text': ""The breakfast burrito with ham and bacon was amazing, one of the best breakfast burritos that I've ever had. The tortilla te harina (flour tortilla) is on..."", 'Rating': 5}]"
Duke's La Jolla,4.0,1216 Prospect St,$$,v1r1ZUcX2Xa8MijwF8dtrw,"[{'Text': ""My first visit to Duke's La Jolla was back during Restaurant Week September 2022. Although I don't remember all the details from that visit, I do remember..."", 'Rating': 5}, {'Text': ""When we arrived, we were greeted with a welcoming smile and handed an Anniversary card to start off our lunch date. I'm impressed with the attention to..."", 'Rating': 4}, {'Text': 'I really wanted to like this place so I will give 2 stars for the hostess who was super nice and allowed us to commandeer the best table on the patio. \n\nWe...', 'Rating': 2}]"
Ortiz's Taco Shop,4.5,3704 Voltaire St,$,wL7Z4NJakeQ4yz9GSWki0A,"[{'Text': ""I'm not much of a taco shop person.  I love Mexican food, but usually I choose other types of Mexican restaurants.  When I first moved to San Diego,..."", 'Rating': 5}, {'Text': 'So this has been a stop for breakfast for years! Recently been trying their other items and still amazing!!\nThe Diablo Shrimp Burrito is so freaking hot and...', 'Rating': 4}, {'Text': 'Huge portions of everything!! My family and I ordered a burrito, a few tacos, and a large carne asada fries to share. The carne asada fries were so crispy...', 'Rating': 4}]"
Barra Barra Saloon,3.5,4016 Wallace St,$$,wGxJCkh3vSbohVonbhrBxg,"[{'Text': 'The service from Fabian - Más allá de excelente¡\nsalsa, frijoles, crema BOMBDOTCOM! \nGet lit on the chips and salsa pairing perfectly with house margaritas...', 'Rating': 5}, {'Text': 'Went to Barra Barra for my nephews birthday.\n\nThe food was delicious. I did have an issue with my Crab Stuffed Salmon when I encountered a crab shell bit...', 'Rating': 5}, {'Text': ""First, a Shout-out to Juan (called Juanito by the staff).  He was incredibly polite and attentive.  One of the best servers I've had--anywhere!  Keep..."", 'Rating': 5}]"
Parc Bistro-Brasserie,4.5,2760 5th Ave,$$$,_zFYC91bOjXC9EdsT8VnVQ,"[{'Text': ""This place is a gem! I freaking love French food and the hubby and I have been debating doing this place for Valentine's Day. So I wanted to hit it up..."", 'Rating': 5}, {'Text': 'The 2nd time dining at Parc, Fantastic.\nI ordered the same entree as the 1st time.\nPetite filet medallions and again! Delicious.\nJerry our waiter was...', 'Rating': 5}, {'Text': 'We found this fantastic spot after the theater in Balboa Park. We were looking for something fun, that had a great vibe, and, if you ask my wife --...', 'Rating': 5}]"
Roberto's Taco Shop - Hillcrest,3.0,420 Robinson Ave,$,rtNnwAgb-ZD527r0ZvYwhg,"[{'Text': 'Robertos Taco Shop in Hillcrest is serving up some great tasting Mexican food and tasty Carne asada burritos!\n\nI was in the area and was looking to smash...', 'Rating': 5}, {'Text': '10:23am craving the Shrimp special off the secret menu!! So stoked! Amazing customer service and of course amazing food!', 'Rating': 5}, {'Text': 'Very generous portions, good Mexican food, interior could use a bit of tlc, but overall a good experience with a very friendly service.', 'Rating': 4}]"
Gallego's Mexican Restaurant,4.0,4728 University Ave,$,UOU4UeLFSneGd1gmpEkBdg,"[{'Text': 'Birria is fire, service is amazing, breakfast is good too.... Just a great taco shop!!!', 'Rating': 4}, {'Text': 'They over charged you if you pay with card ! And they charge you extra for anything. As well their food can be cold or hot you never know .', 'Rating': 1}, {'Text': ""This is my favorite place for mini al pastor tacos! The pork is well marinated, cooked well so it's not dry but moist and tender. I usually ask for extra..."", 'Rating': 4}]"
La Palapa Mexican Restaurant & Cocktails,4.0,12169 Woodside Ave,$$,khFkncdSyOF-L5zSWoJTXg,"[{'Text': 'My follow up review of Papaya Mexican restaurant.  \n\nAmazing Carna Asada steak tender and seasoned perfectly.  The sopa de Albondigas was full body...', 'Rating': 5}, {'Text': ""At first, this was our 'go to' Mexican restaurant in Lakeside.  Paula and I told  all our friends about it.  Unfortunately, today, I have decided, we were..."", 'Rating': 1}, {'Text': ""It'd been a minute since we'd been back to La Palapa.  \n\nThe service was still great.  So was the food.\n\nI had the #2.  Beef Taco and Cheese Enchilada.  I..."", 'Rating': 5}]"
El Cuervo Taco Shop,4.0,110 W Washington St,$,aNong9OB4trojq7iSUOE0A,"[{'Text': 'Food was delicious little hole in the wall but the food was great. I give it two thumbs up my son got a cheese burger that was great bean and cheese was...', 'Rating': 5}, {'Text': 'Maybe we made the mistake of ordering breakfast.  With that being said, it was not up to par at all and super disappointing.  Especially regarding the fact...', 'Rating': 2}, {'Text': 'It was alright, chilaquiles had very little tortillas and the burrito we got was a bit dry, we went as they opened so maybe that had something to with it', 'Rating': 3}]"
Juniper & Ivy,4.0,2228 Kettner Blvd,$$$$,WG4QTcnlSh4eKylSM6lICg,"[{'Text': ""I've been here three times now and each time has been amazing. I came this time to celebrate my girlfriend's promotion and the night started with our server..."", 'Rating': 5}, {'Text': 'Celebrated an anniversary here and they definitely made us feel special. We were greeted and wished a happy anniversary and got a complimentary half glass...', 'Rating': 5}, {'Text': 'Juniper and Ivy\'s ambiance, food, and service were all on par. The only mishap that happened was they printed ""Happy Birthday Jane"" on my menu, then tried...', 'Rating': 4}]"
Artesano Taco,5.0,5173 Waring Rd,,DLolvm_cyoNhG28oUvTfDA,"[{'Text': 'Artesano taco!! You made our Best day, aka wedding day, 11.12.22 so incredibly special. Your food and service is dear to our hearts for many reasons...', 'Rating': 5}, {'Text': 'This is hands down the best taco in San Diego! They are truly artisan tacos, as the name alludes to. I ordered the Carnitas Taco w/ Pineapple and the rather...', 'Rating': 5}, {'Text': 'Carlos at Artesano Tacos is the best in town! The whole menu is scrumptious and we always get rave reviews when we use them at events. We have used their...', 'Rating': 5}]"
Tahona Bar,4.0,2414 San Diego Ave,$$,lqTbsbZTD0HrlMe-PvxdJA,"[{'Text': ""Some of the most delicious tacos I've had in a while!! While not very authentic- these trendy tacos are incredibly flavorful and packed with toppings. The..."", 'Rating': 5}, {'Text': ""I hate giving three stars but we've had two sub par experiences here. Both times, the service was very rough. It took us an abnormal amount of time to be..."", 'Rating': 3}, {'Text': ""I really wanted to like this place as the inside is very cool and grabbed a dinner reservation before going into the speakeasy. It's a good concept and I..."", 'Rating': 3}]"
Vessel Restaurant,4.0,1551 Shelter Island Dr,$$,ArSgukAJfUlEQu12GSA-qA,"[{'Text': 'The food was decent, some meats were just too dry. Pork chop was a little over cooked. The bolognese was good. Perfect amount of cheese and meat and pasta....', 'Rating': 4}, {'Text': 'Sorry to say but the food does not have ANY flavor - not even salt or black pepper \n\nI had the fish tacos and my husband had a salad and neither had any...', 'Rating': 2}, {'Text': 'The location, view and some of the dishes looked great. We saw you had four stars and a few recent less than four star reviews. Against our good judgment we...', 'Rating': 1}]"
Baja Beach Cafe,3.5,701 Thomas Ave,$$,ZIEcgwRMtHmQb-3LPXxILg,"[{'Text': 'We stopped by to get a small snack to go so we could eat on the beach!! The do have beautiful patio seating that faces the beach if you wanted to go that...', 'Rating': 5}, {'Text': 'Came here on a holiday, and the staff was obviously overwhelmed. Seemed like only two wateresses for the whole place despite there being a bunch of guys...', 'Rating': 2}, {'Text': ""Came to San Diego for the weekend and decided to swing by this restaurant for lunch with some friends.\n\nThe location is great! Right by the beach - you'll..."", 'Rating': 3}]"
Rigoberto's Taco Shop,2.5,5454 Jackson Dr,$,__ZVSCq3Dwb_vMsBpzaTrw,"[{'Text': 'I live in Las Vegas, and I love this place.\nEvery time we come to SD this taco shop is the first place we stop and only place we eat at.\nWe are coming down...', 'Rating': 5}, {'Text': ""Solid, fast service and great bang for your buck. Not always the freshest and most flavorful, but I'd go down the road to Vallarta or Rosarito's if that's..."", 'Rating': 3}, {'Text': 'Went through the drive thur the cashier barely spoke any English and asked huh! constantly. We ordered the King Burrito and a Chile Relleno burrito we got...', 'Rating': 1}]"
Supernatural Sea to Sandwich,4.5,7094 Miramar Rd,$$,3ixk3B_hBkkuTRhaybXelQ,"[{'Text': 'This place is open and has delicious sandwiches!!!\n\nCo-worker recommended this place for lunch.  Everything looks so good online.\n\nParking was easy to find...', 'Rating': 5}, {'Text': ""Came here for lunch;\nHad a lobster roll and 100% the lobster was good quality. The bread was fresh, and everything was tasty. \nThe only thing that  didn't..."", 'Rating': 4}, {'Text': ""Some of the best seafood sandwiches around. I'm really glad they re-opened. Especially dinner-time when sometimes you crave them lovely cheese melts...."", 'Rating': 5}]"
Burros & Fries - Clairemont,3.0,4725 Clairemont Dr,$,4ZOPw9Wx98a6Etf8psJDGA,"[{'Text': ""We live around the corner but I never gave it a chance. Boy was I wrong, now I can't go 1 week without getting the next thing on the menu. Great food, great..."", 'Rating': 5}, {'Text': 'Their service was fast. Definitely! I loved the steak nachos. We added shrimp. But kinda pricy for 4 shrimps $5.00+ sodas. Wow $5.00 each. I coulda nvr...', 'Rating': 3}, {'Text': 'This place is an awesome place to order in or take out the food is fabulous and definitely authentic Mexican menu full taco bar and tv screens and music...', 'Rating': 5}]"
CUCINA urbana,4.5,505 Laurel St,$$,aY_z6z6at7wyoW7sFhf4bA,"[{'Text': 'Things I Like:\n- Happy Hour Tuesday to Friday from 4-6pm at the bar\n- Fried Squash Blossoms - probably one of my favorite items on the menu\n- Charred...', 'Rating': 5}, {'Text': 'You are definitely paying more for the atmosphere than the food here. The jight we went out was a bit busy on a weekday, but the service was particularly...', 'Rating': 3}, {'Text': ""Best pasta I've had in San Diego. Order the Short Rib Parpadelle. That's it. The meat is incredibly tender and the flavors were through the roof. If there..."", 'Rating': 4}]"
Saguaro's Mexican Food,3.0,3753 30th St,$,_DGZB5PGq7LiKWaEvs3c6g,"[{'Text': ""I recommend! Portions are super big and cheap as well. They're open 24/7 as well! The burritos are HUGE! I got 2 tacos thinking I could finish them. One was..."", 'Rating': 5}, {'Text': ""I'd give it only one star \nIt used to be 5\nJust yesterday I ordered some rolled tacos. They were bland, no flavor. They tasted like heat med up in the..."", 'Rating': 2}, {'Text': ""Don't get any of their meat... it's all so dried out and expensive for the quality and quantity. Go to Colimas. Unfortunately this isn't the first time this..."", 'Rating': 2}]"
Ray's Mexican Restaurant,4.0,2885 El Cajon Blvd,$$,GZDBU1vCKfSDYqKnM7t8zA,"[{'Text': 'Great food!\nI ordered a #5\nBeef burrito-just well-seasoned shredded beef in a soft, warm flour tortilla. \nBeef taco-all of the right ingredients.\nRice-oh...', 'Rating': 5}, {'Text': ""My partner and I loved finding Ray's! We've been searching for a spot that has bean, rice and cheese burritos and immediately found our go to spot here!..."", 'Rating': 5}, {'Text': ""Stopped by at Ray's for take out, the place is centrally located and at a very fair price for San Diego. The food was ready by the time I got there. There's..."", 'Rating': 5}]"
Tacos La Chorreada,5.0,3030 Clairemont Dr,$,ArOZ2eRd6sZQK12VkmuYhg,"[{'Text': 'We LOVED this place so much! We drove down from OC to San Diego and stumbled upon this gem. Great customer service, great location, and amazing tacos! We...', 'Rating': 5}, {'Text': ""I'm a big fan of adobada tacos that have a mix of sweet and savory flavor like those found at Tacos El..."", 'Rating': 4}, {'Text': 'tacoslachorreada Is a great taco truck that serves the best tacos in San Diego. They are a bright green truck parked at 3030 Clairemont Dr. i think it is a...', 'Rating': 4}]"
